Control1,Program,Year,Month,Day,Location,Gear1,Station,Grid,Quad,Time,Duration (minutes),SedSize,BtmComp,Depth (m),Surface Temp ©,Bottom Temp ©,Surface Salinity (ppt),Bottom Salinity (ppt),Surface DO (mg/L),Bottom DO (mg/L),Weather,WindDir,WindSpd (knots),WaterLvl,SECCHI (cm),NbrRec3,Control3,Species,SpStatus,ColNum,COMBT,CORE,LAT,LONG,LAT_DD,LONG_DD
7100660,120,1971,8,19,702000200,556,CC5,,,,1,9,O,2,25,,2,,,,,,,flood (high),,7,7.10066E+19,B. chrysoura,0,42,CC50702000200,0,344905,763722,34.818,-76.623
7100660,120,1971,8,19,702000200,556,CC5,,,,1,9,O,2,25,,2,,,,,,,flood (high),,7,7.10066E+19,L. xanthurus,0,20,CC50702000200,0,344905,763722,34.818,-76.623
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,F. aztecus,0,8,4.60702E+11,0,344718,763639,34.789,-76.61
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,A. mitchilli,0,33,4.60702E+11,0,344718,763639,34.789,-76.61
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,S. foetens,0,1,4.60702E+11,0,344718,763639,34.789,-76.61
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,L. rhomboides,0,2,4.60702E+11,0,344718,763639,34.789,-76.61
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,B. chrysoura,0,2,4.60702E+11,0,344718,763639,34.789,-76.61
7100663,120,1971,8,19,702000300,556,46,,,,1,6,O,3,28,,18,,,,,,,,,6,7.10066E+19,M. saxatilis,0,1,4.60702E+11,0,344718,763639,34.789,-76.61
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,F. aztecus,0,24,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,F. duorarum,0,33,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,L. setiferus,0,76,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,C. sapidus,0,26,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,A. mitchilli,0,30,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,Gerreidae,0,2,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,L. rhomboides,0,3,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,C. nebulosus,0,2,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,B. chrysoura,0,11,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,L. xanthurus,0,12,CC70601110000,0,344930,762729,34.825,-76.458
7100768,120,1971,9,16,601110000,556,CC7,,,,1,9,A,1,30,,24,,,,,,,mid flood,,11,7.10077E+19,P. lethostigma,0,4,CC70601110000,0,344930,762729,34.825,-76.458
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,F. aztecus,0,22,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,C. sapidus,0,7,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,Prionotus spp.,0,1,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,L. rhomboides,0,26,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,L. xanthurus,0,11,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,M. undulatus,0,6,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,C. spilopterus,0,1,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,P. albigutta,0,1,NR101201010100,2,343531,772352,34.593,-77.398
7102236,120,1971,6,4,1201010100,556,NR10,,,,1,X,O,1.6,,,,,,,,,,,,9,7.10224E+19,P. lethostigma,0,3,NR101201010100,2,343531,772352,34.593,-77.398
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,F. duorarum,0,2,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,C. sapidus,0,6,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,B. tyrannus,0,6,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,L. rhomboides,0,25,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,C. nebulosus,0,1,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,C. regalis,0,20,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,B. chrysoura,0,4,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,L. xanthurus,1,10,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,L. xanthurus,2,309,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,M. undulatus,0,6,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,P. triacanthus,0,2,4.60702E+11,0,344718,763639,34.789,-76.61
7201599,120,1972,3,13,702000300,556,46,,,,1,8,O,3,15,,23,,,,,,,ebb (low),,12,7.2016E+19,P. paru,0,1,4.60702E+11,0,344718,763639,34.789,-76.61
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,F. duorarum,0,1,CC30801001300,0,,,34.752,-76.751
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,L. setiferus,0,157,CC30801001300,0,,,34.752,-76.751
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,A. mitchilli,0,300,CC30801001300,0,,,34.752,-76.751
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,C. regalis,0,1,CC30801001300,0,,,34.752,-76.751
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,M. undulatus,0,3,CC30801001300,0,,,34.752,-76.751
7201737,120,1972,8,25,801001300,556,CC3,,,,1,9,,,28,28.5,22,23,,,,,,mid flood,,6,7.20174E+19,T. maculatus,0,6,CC30801001300,0,,,34.752,-76.751
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,F. aztecus,0,30,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,L. setiferus,0,1,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,A. mitchilli,0,20,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,S. foetens,0,1,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,Gerreidae,0,7,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,L. rhomboides,0,26,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,L. xanthurus,0,19,NR101201010100,3,343531,772352,34.593,-77.398
7204664,120,1972,7,21,1201010100,556,NR10,,,,1,X,O,1.6,,32,14,14,,,,,,ebb slack,,8,7.20466E+19,M. undulatus,0,6,NR101201010100,3,343531,772352,34.593,-77.398
7302803,120,1973,4,19,702000300,556,46,,,,1,6,O,3,22,20,23,24,,,,,,late ebb,,3,7.3028E+19,B. tyrannus,0,6,4.60702E+11,0,344718,763639,34.789,-76.61
7302803,120,1973,4,19,702000300,556,46,,,,1,6,O,3,22,20,23,24,,,,,,late ebb,,3,7.3028E+19,L. rhomboides,0,1,4.60702E+11,0,344718,763639,34.789,-76.61
7302803,120,1973,4,19,702000300,556,46,,,,1,6,O,3,22,20,23,24,,,,,,late ebb,,3,7.3028E+19,T. lepturus,0,2,4.60702E+11,0,344718,763639,34.789,-76.61
7303415,120,1973,4,9,528400702,556,A12,,,,1,N,H,1.3,19,18,4,4,,,,,,,,3,7.30342E+19,Palaemonetes spp.,0,13,A120528400702,0,351753,763605,35.2996,-76.601367
7303415,120,1973,4,9,528400702,556,A12,,,,1,N,H,1.3,19,18,4,4,,,,,,,,3,7.30342E+19,A. mitchilli,0,200,A120528400702,0,351753,763605,35.2996,-76.601367
7303415,120,1973,4,9,528400702,556,A12,,,,1,N,H,1.3,19,18,4,4,,,,,,,,3,7.30342E+19,L. xanthurus,0,53,A120528400702,0,351753,763605,35.2996,-76.601367
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,Palaemonetes spp.,0,12,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,C. sapidus,0,6,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,B. tyrannus,0,138,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,A. mitchilli,0,275,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,L. xanthurus,0,216,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,M. undulatus,0,44,A580528410300,0,351802,763044,35.300583,-76.511467
7303428,120,1973,4,17,528410300,556,A58,,,,1,X,D,1.4,19,18,6,6,,,,,,,,7,7.30343E+19,P. lethostigma,0,1,A580528410300,0,351802,763044,35.300583,-76.511467
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,Mysida,0,4,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,Palaemonetes spp.,0,10,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,C. sapidus,0,8,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,Xanthidae,0,2,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,B. tyrannus,0,490,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,L. xanthurus,0,23,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,G. bosc,0,2,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,P. lethostigma,0,5,B200531010000,0,351547,762958,35.26385,-76.50105
7303434,120,1973,4,16,531010000,556,B20,,,,1,Y,O,1.2,17,16,6,7,,,,,,,,9,7.30343E+19,T. maculatus,0,1,B200531010000,0,351547,762958,35.26385,-76.50105
7303491,120,1973,4,6,535080300,556,F12,,,,1,Y,B,1,18.5,18,2,2.5,,,,,,,,5,7.30349E+19,B. tyrannus,0,11,F120535080300,0,350216,764326,35.03845,-76.725167
7303491,120,1973,4,6,535080300,556,F12,,,,1,Y,B,1,18.5,18,2,2.5,,,,,,,,5,7.30349E+19,A. mitchilli,0,150,F120535080300,0,350216,764326,35.03845,-76.725167
7303491,120,1973,4,6,535080300,556,F12,,,,1,Y,B,1,18.5,18,2,2.5,,,,,,,,5,7.30349E+19,L. xanthurus,0,26,F120535080300,0,350216,764326,35.03845,-76.725167
7303491,120,1973,4,6,535080300,556,F12,,,,1,Y,B,1,18.5,18,2,2.5,,,,,,,,5,7.30349E+19,M. undulatus,0,86,F120535080300,0,350216,764326,35.03845,-76.725167
7303491,120,1973,4,6,535080300,556,F12,,,,1,Y,B,1,18.5,18,2,2.5,,,,,,,,5,7.30349E+19,T. maculatus,0,1,F120535080300,0,350216,764326,35.03845,-76.725167
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,B. tyrannus,0,3,A120528400702,2,351753,763605,35.2996,-76.601367
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,A. mitchilli,0,100,A120528400702,2,351753,763605,35.2996,-76.601367
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,L. xanthurus,0,67,A120528400702,2,351753,763605,35.2996,-76.601367
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,M. undulatus,0,30,A120528400702,2,351753,763605,35.2996,-76.601367
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,P. lethostigma,0,3,A120528400702,2,351753,763605,35.2996,-76.601367
7303576,120,1973,5,22,528400702,556,A12,,,,1,9,H,1.3,26,24,4,4,,,,,,,,6,7.30358E+19,T. maculatus,0,1,A120528400702,2,351753,763605,35.2996,-76.601367
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,F. aztecus,0,36,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,Palaemonetes spp.,0,350,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,C. sapidus,0,2,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,B. tyrannus,0,3,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,A. mitchilli,0,35,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,L. xanthurus,0,171,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,M. undulatus,1,54,A580528410300,2,351802,763044,35.300583,-76.511467
7303589,120,1973,5,30,528410300,556,A58,,,,1,X,D,1.4,28,27,9.5,8,,,,,,,,8,7.30359E+19,M. undulatus,2,3,A580528410300,2,351802,763044,35.300583,-76.511467
7303595,120,1973,5,10,531010000,556,B20,,,,1,Y,O,1.2,27,25,7,8,,,,,,,,10,7.3036E+19,Mysida,0,1,B200531010000,2,351547,762958,35.26385,-76.50105
7303595,120,1973,5,10,531010000,556,B20,,,,1,Y,O,1.2,27,25,7,8,,,,,,,,10,7.3036E+19,F. aztecus,0,15,B200531010000,2,351547,762958,35.26385,-76.50105
7303595,120,1973,5,10,531010000,556,B20,,,,1,Y,O,1.2,27,25,7,8,,,,,,,,10,7.3036E+19,Palaemonetes spp.,0,100,B200531010000,2,351547,762958,35.26385,-76.50105
7303595,120,1973,5,10,531010000,556,B20,,,,1,Y,O,1.2,27,25,7,8,,,,,,,,10,7.3036E+19,C. sapidus,0,4,B200531010000,2,351547,762958,35.26385,-76.50105
