"","gridID","geometry"
"1",75,list(c(-78.0516361666667, -77.99102825, -77.99102825, -78.0516361666667, -78.0516361666667, 33.8507578333333, 33.8507578333333, 33.8985776666667, 33.8985776666667, 33.8507578333333))
"2",76,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 33.8507578333333, 33.8507578333333, 33.8985776666667, 33.8985776666667, 33.8507578333333))
"3",135,list(c(-78.0516361666667, -77.99102825, -77.99102825, -78.0516361666667, -78.0516361666667, 33.8985776666667, 33.8985776666667, 33.9463975, 33.9463975, 33.8985776666667))
"4",136,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 33.8985776666667, 33.8985776666667, 33.9463975, 33.9463975, 33.8985776666667))
"5",196,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 33.9463975, 33.9463975, 33.9942173333333, 33.9942173333333, 33.9463975))
"6",197,list(c(-77.9304203333333, -77.8698124166667, -77.8698124166667, -77.9304203333333, -77.9304203333333, 33.9463975, 33.9463975, 33.9942173333333, 33.9942173333333, 33.9463975))
"7",256,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 33.9942173333333, 33.9942173333333, 34.0420371666667, 34.0420371666667, 33.9942173333333))
"8",257,list(c(-77.9304203333333, -77.8698124166667, -77.8698124166667, -77.9304203333333, -77.9304203333333, 33.9942173333333, 33.9942173333333, 34.0420371666667, 34.0420371666667, 33.9942173333333))
"9",258,list(c(-77.8698124166667, -77.8092045, -77.8092045, -77.8698124166667, -77.8698124166667, 33.9942173333333, 33.9942173333333, 34.0420371666667, 34.0420371666667, 33.9942173333333))
"10",316,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 34.0420371666667, 34.0420371666667, 34.089857, 34.089857, 34.0420371666667))
"11",317,list(c(-77.9304203333333, -77.8698124166667, -77.8698124166667, -77.9304203333333, -77.9304203333333, 34.0420371666667, 34.0420371666667, 34.089857, 34.089857, 34.0420371666667))
"12",376,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 34.089857, 34.089857, 34.1376768333333, 34.1376768333333, 34.089857))
"13",377,list(c(-77.9304203333333, -77.8698124166667, -77.8698124166667, -77.9304203333333, -77.9304203333333, 34.089857, 34.089857, 34.1376768333333, 34.1376768333333, 34.089857))
"14",436,list(c(-77.99102825, -77.9304203333333, -77.9304203333333, -77.99102825, -77.99102825, 34.1376768333333, 34.1376768333333, 34.1854966666667, 34.1854966666667, 34.1376768333333))
"15",1050,list(c(-77.1425174166667, -77.0819095, -77.0819095, -77.1425174166667, -77.1425174166667, 34.6158751666667, 34.6158751666667, 34.663695, 34.663695, 34.6158751666667))
"16",1051,list(c(-77.0819095, -77.0213015833333, -77.0213015833333, -77.0819095, -77.0819095, 34.6158751666667, 34.6158751666667, 34.663695, 34.663695, 34.6158751666667))
"17",1110,list(c(-77.1425174166667, -77.0819095, -77.0819095, -77.1425174166667, -77.1425174166667, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"18",1111,list(c(-77.0819095, -77.0213015833333, -77.0213015833333, -77.0819095, -77.0819095, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"19",1112,list(c(-77.0213015833333, -76.9606936666667, -76.9606936666667, -77.0213015833333, -77.0213015833333, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"20",1113,list(c(-76.9606936666667, -76.90008575, -76.90008575, -76.9606936666667, -76.9606936666667, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"21",1114,list(c(-76.90008575, -76.8394778333333, -76.8394778333333, -76.90008575, -76.90008575, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"22",1115,list(c(-76.8394778333333, -76.7788699166667, -76.7788699166667, -76.8394778333333, -76.8394778333333, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"23",1116,list(c(-76.7788699166667, -76.718262, -76.718262, -76.7788699166667, -76.7788699166667, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"24",1117,list(c(-76.718262, -76.6576540833333, -76.6576540833333, -76.718262, -76.718262, 34.663695, 34.663695, 34.7115148333333, 34.7115148333333, 34.663695))
"25",1170,list(c(-77.1425174166667, -77.0819095, -77.0819095, -77.1425174166667, -77.1425174166667, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
"26",1173,list(c(-76.9606936666667, -76.90008575, -76.90008575, -76.9606936666667, -76.9606936666667, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
"27",1174,list(c(-76.90008575, -76.8394778333333, -76.8394778333333, -76.90008575, -76.90008575, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
"28",1175,list(c(-76.8394778333333, -76.7788699166667, -76.7788699166667, -76.8394778333333, -76.8394778333333, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
"29",1176,list(c(-76.7788699166667, -76.718262, -76.718262, -76.7788699166667, -76.7788699166667, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
"30",1177,list(c(-76.718262, -76.6576540833333, -76.6576540833333, -76.718262, -76.718262, 34.7115148333333, 34.7115148333333, 34.7593346666667, 34.7593346666667, 34.7115148333333))
