"","lat_lon","gridID"
"290","34.12167_-77.95167",98
"292","34.09722_-77.93222",98
"293","34.16167_-77.96639",98
"294","34.11333_-77.94222",98
"299","34.16389_-77.95333",98
"301","34.11_-77.9325",98
"304","34.16139_-77.96639",98
"308","34.14333_-77.95639",98
"318","34.15417_-77.96417",98
"320","34.125_-77.94333",98
"323","34.15917_-77.95167",98
"327","34.14972_-77.94472",98
"328","34.09222_-77.945",98
"330","34.15583_-77.94472",98
"336","34.15528_-77.94472",98
"341","34.12694_-77.94694",98
"343","34.13083_-77.95444",98
"352","34.16222_-77.96778",98
"354","34.16167_-77.96528",98
"360","34.11361_-77.94194",98
"364","34.11111_-77.94167",98
"373","34.14472_-77.94444",98
"380","34.1325_-77.95528",98
"388","34.15917_-77.95194",98
"389","34.12611_-77.94528",98
"391","34.09556_-77.94139",98
"397","34.14528_-77.94611",98
"403","34.145_-77.95694",98
"404","34.15139_-77.96889",98
"413","34.10972_-77.94639",98
"418","34.14917_-77.96139",98
"425","34.11278_-77.94444",98
"426","34.11556_-77.945",98
"432","34.09722_-77.93972",98
"437","34.14222_-77.95611",98
"444","34.15722_-77.94444",98
"450","34.10889_-77.9475",98
"462","34.10083_-77.93278",98
"464","34.09806_-77.94028",98
"470","34.10806_-77.93194",98
"473","34.13806_-77.93889",98
"474","34.11333_-77.94167",98
"13029","34.129_-77.95",98
"27","34.12417_-77.92583",99
"33","34.09444_-77.92667",99
"49","34.10556_-77.92972",99
"71","34.11611_-77.92778",99
"72","34.13194_-77.92889",99
"84","34.11167_-77.92722",99
"87","34.12694_-77.92583",99
"88","34.12583_-77.92583",99
"106","34.09167_-77.925",99
"124","34.12694_-77.92639",99
"135","34.1075_-77.8975",99
"136","34.09806_-77.92944",99
"137","34.12667_-77.92611",99
"159","34.09667_-77.92972",99
"171","34.13028_-77.92833",99
"187","34.10472_-77.92556",99
"192","34.09722_-77.92972",99
"210","34.10861_-77.92806",99
"216","34.10361_-77.92806",99
"240","34.09667_-77.92611",99
"242","34.10389_-77.92556",99
"261","34.12722_-77.92583",99
"266","34.12889_-77.92667",99
"267","34.0975_-77.93",99
"272","34.13278_-77.92972",99
"285","34.12556_-77.92889",99
"288","34.12833_-77.92667",99
"303","34.09778_-77.92944",99
"314","34.11583_-77.9275",99
"319","34.11194_-77.92917",99
"325","34.10611_-77.9275",99
"339","34.09722_-77.91944",99
"346","34.09694_-77.92972",99
"355","34.1075_-77.92944",99
"369","34.10972_-77.92889",99
"387","34.0975_-77.92583",99
"396","34.12556_-77.92556",99
"408","34.10667_-77.92972",99
"415","34.10694_-77.92889",99
"423","34.09333_-77.92583",99
"429","34.09639_-77.92972",99
"440","34.12556_-77.92944",99
"445","34.09472_-77.92667",99
"452","34.09917_-77.92639",99
"455","34.11167_-77.92917",99
"458","34.09111_-77.92583",99
"465","34.10333_-77.92556",99
"13027","34.124_-77.929",99
"13019","34.266_-77.947",128
"13020","34.252_-77.968",128
"13030","34.267_-77.984",128
"10597","34.33806_-76.14472",173
"13033","34.431_-77.606",191
"7008","34.41389_-76.66028",199
"13031","34.477_-77.475",222
"13032","34.475_-77.464",222
